Processed Text,summarizer
تم اليوم العثور تلميذه تبلغ العمر سنه مشنوقه داخل غرفتها بمنزل عائلتها الكائن بجهه المروج وفق اكدته مراسله الجوهره ليلى عطيه الله يذكر التلميذه المذكوره كانت توجهت اليوم للدراسه عادت المنزل خلال فتره الراحه شقيقها الاصغر عثر عليها جثه هامده غرفتها وقد تحول اعوان الحمايه المدنيه والسلط الامنيه المكان وتم فتح تحقيق الحادثه خلفت صدمه كبيره صفوف زملائها وللاشاره التلميذه تنتمي عائله ميسوره وهي متميزه دراستها,يذكر أن التلميذة المذكورة كانت قد توجهت صباح اليوم للدراسة ثم عادت إلى المنزل خلال فترة الراحة، إلا أن شقيقها الاصغر عثر عليها جثة هامدة في غرفتها. وقد تحول أعوان الحماية المدنية والسلط الامنية على عين المكان وتم فتح تحقيق في الحادثة التي خلفت صدمة كبيرة في صفوف زملائها. وللإشارة، فإن التلميذة تنتمي إلى عائلة ميسورة وهي متميزة في دراستها.
تلقى الامين العام المساعد للاتحاد العام التونسي للشغل بوعلي المباركي اليوم الاثنين رساله تهديد بالتصفيه الجسديه وفق جاء الصفحه الرسميه لاتحاد الشغل وقد تم اعلام وزير الداخليه لاتخاذ الاجراءات الضروريه لمعرفه الجهات تقف وراء التهديدات,"
تلقى الأمين العام المساعد للاتحاد العام التونسي للشغل، بوعلي المباركي اليوم الاثنين رسالة تهديد بالتصفية الجسدية،وفق ما جاء في الصفحة الرسمية لاتحاد الشغل. وقد تم إعلام وزير الداخلية لاتخاذ الإجراءات الضرورية لمعرفة الجهات التي تقف وراء تلك التهديدات."
لقي شخصا مصرعهم واصيب اخرون انقلاب حافله تقل سياحا اتراكا قرب مدينه مارماريس جنوب غرب البلاد وقال مصدر محلي الحافله كانت قادمه مدينه ازمير غرب البلاد وقوع الحادث وكانت معلومات اوليه اشارت وقت سابق مصرع شخصا جراء الحادث,"
لقي 20 شخصا مصرعهم وأصيب 11 آخرون في انقلاب حافلة تقل سياحا أتراكا قرب مدينة مارماريس في جنوب غرب البلاد. وقال مصدر محلي إن الحافلة كانت قادمة من مدينة إزمير غرب البلاد، قبل وقوع الحادث. وكانت معلومات أولية، قد أشارت في وقت سابق إلى مصرع 17 شخصا جراء هذا الحادث."
قضت الدائرهالجنائيه بالمحكمه الابتدائيه بالمنستير الاثنين بسنه سجن حق قيس بن علي النفاذ بتهمه التحيل قضيه ادم بارك رفعتها ضده الشركه التونسيه للكهرباء والغاز وكانت الستاغ رفعت القضيه واتهمت قيس بن علي بالتحيل والحصول الكهرباء بصفه قانونيه,"
قضت الدائرةالجنائية بالمحكمة الإبتدائية بالمنستير الإثنين بسنة سجن في حق قيس بن علي مع النفاذ بتهمة التحيل في قضية ""ادم بارك"" التي رفعتها ضده الشركة التونسية للكهرباء والغاز. وكانت الستاغ قد رفعت هذه القضية في ماي 2012 واتهمت فيها قيس بن علي بالتحيل والحصول على الكهرباء بصفة غير قانونية."
قررت اداره نادي اهلي شندي السوداني اقاله المدرب التونسي لسعد معمر مهامه بسبب سوء النتائج عرفها الفريق بدايه البطوله المحليه بانهزامه المقابلتين اجراهما انطلاقه المسابقه كلف نادي الاهلي شندي المدرب حمد كمال لقياده الاهلي شندي الفتره المقبله لحين توصل الاداره لاتفاق مدرب اجنبي ليقود الفريق محليا افريقيا,و كلف نادي الاهلي شندي المدرب حمد كمال لقيادة الاهلي شندي في الفترة المقبلة لحين توصل الإدارة لاتفاق مع  مدرب اجنبي ليقود الفريق محليا و افريقيا .
ادانت تونس عمليه احتلال مبنى سفاره دوله الامارات العربيه المتحده العاصمه اليمنيه صنعاء طرف الحوثيين ووصفته الاعتداء الاجرامي يمثل انتهاكا صارخا لاتفاقيه فيينا للعلاقات الدبلوماسيه وتؤكد تونس وفق بيان اصدرته وزاره الشؤون الخارجيه اليوم الثلاثاء تضامنها الكامل دوله الامارات العربيه المتحده الشقيقه وتطالب بالاخلاء الفوري لمقر البعثه الدبلوماسيه الاماراتيه احتراما للقوانين والمواثيق والاطراف الدوليه وكان مسلحون حوثيون اقتحموا الاحد اوت مقر السفاره الاماراتيه بالعاصمه اليمنيه صنعاء وتشارك دوله الامارات بقوه عسكريه وعدد الطائرات المقاتله ضمن التحالف العربي بقياده السعوديه ينفذ عمليه عاصفه الحزم الماضي ضد الحوثيين وقوات الرئيس اليمني السابق علي عبدالله صالح,"
أدانت تونس عملية احتلال مبنى سفارة دولة الامارات العربية المتحدة في العاصمة اليمنية صنعاء من طرف الحوثيين ووصفته ب""الاعتداء الاجرامي"" الذي يمثل انتهاكا صارخا لاتفاقية ""فيينا"" للعلاقات الدبلوماسية. وكان مسلحون حوثيون اقتحموا مساء الاحد 16 اوت مقر السفارة الاماراتية بالعاصمة اليمنية صنعاء."
تسلمت الاداره الجهويه للصحه بقفصه سيارات اسعاف جديده بلغت كلفتها حوالي مليون اقتنتها شركه فسفاط قفصه وذلك اطار مساهمتها مجهود التنميه الجهه وسيتم توزيع السيارات كالتالي سيارات اسعاف لفائده المستشفى الجهوي حسين بوزيان سيارات لفائده المستشفى الجهوي بالمتلوي سياره للمستشفيات المحليه,"وسيتم توزيع هذه السيارات كالتالي : 2 سيارات إسعاف لفائدة المستشفى الجهوي حسين بوزيان و 2 سيارات لفائدة المستشفى الجهوي بالمتلوي و 6 سيارة للمستشفيات المحلية. 
تسلمت الإدارة الجهوية للصحة بقفصة 10 سيارات إسعاف جديدة بلغت كلفتها حوالي مليون دينار،اقتنتها شركة فسفاط قفصة وذلك في إطار مساهمتها في مجهود التنمية في الجهة."
فاز يوفنتوس الايطالي اليوم الاربعاء بورتو البرتغالي بهدفين لصفر ذهاب الدور ثمن النهائي دوري ابطال اوروبا الاطار فاز اشبيليه الاسباني ليستر سيتي الانقليزي بهدفين مقابل هدف,"
فاز يوفنتوس الايطالي اليوم الاربعاء على بورتو البرتغالي بهدفين لصفر في ذهاب الدور ثمن النهائي من دوري ابطال اوروبا  . و في نفس الاطار فاز اشبيلية الاسباني على ليستر سيتي الانقليزي بهدفين مقابل هدف ."
تمكن اليوم السبت اعوان فرقه الحرس الوطني بالرقاب الاطاحه باربعه عناصر ينتمون لعصابه مختصه سرقه الاغنام وقال مصدر امني لمراسل الجوهره سيدي بوزيد نشاط العصابه تركز منطقتي سيدي بوزيد والرقاب تم استرجاع راس غنم سرقتها العصابه واخفتها الضيعات بمنطقه قصر حمام الواقعه بريف مدينه الرقاب وقد المحجوز المستودع البلدي سيتم ارجاعها اصحابها,"وقال مصدر أمني لمراسل الجوهرة أف أم في سيدي بوزيد، إن نشاط هذه العصابة تركز بين منطقتي سيدي بوزيد والرقاب. كما تم استرجاع 150 رأس غنم سرقتها العصابة وأخفتها في إحدى الضيعات بمنطقة قصر حمام الواقعة بريف مدينة الرقاب. 
 تمكن اليوم السبت، أعوان فرقة الحرس الوطني بالرقاب من الإطاحة بأربعة عناصر ينتمون لعصابة مختصة في سرقة الأغنام."
انطلقت الاحد اشغال المؤتمر الثالث والعشرين للاتحاد العام التونسي للشغل شعار الولاء لتونس الوفاء للشهداء والاخلاص للعمال وسجلت الجلسه الافتتاحيه المنعقده بحضور واسع ناهز الاف مشارك نقابيين ضيفا ممثلا منظمات وطنيه ونقابات عربيه ودوليه وممثلي الرباعي الراعي للحوار الوطني وشخصيات مستقله بالخصوص مشاركه سفير فلسطين وفدوى البرغوثي زوجه الاسير مروان البرغوثي وممثل الجبهه الشعبيه لتحرير فلسطين اسماعيل الجنيدي نيابه القائد الاسير احمد سعادات وقال نائب رئيس المؤتمر وكاتب عام الاتحاد الجهوي للشغل بتونس فاروق العياري الاتحاد يبقى خيمه للجميع وفيا لدماء الشهداء وفي خدمه الوطن والشغالين وكانت منظمه نقابيه بامتياز تعنيها مصلحه النقابيين تعنيها مصلحه تونس مبرزا مؤتمرات الاتحاد مثلت دائما حدثا دوليا وينتظر يلتحق لاول مره العنصر النسائي بتركيبه المكتب التنفيذي للاتحاد العام التونسي سيغادره الامين العام حسين العباسي والامينين العامين المساعدين المولدي الجندوبي وبلقاسم العياري سيتم تكريمهم ختام حفل الافتتاح وترشح لعضويه المكتب التنيفذي للاتحاد يضم عضوا اربعون مترشحا موزعين قائميتين رئيسيتين الاولى اطلق عليها قائمه الوفاق الوطني يتراسها نور الدين الطبوبي والثانيه يتراسها قاسم عفيه وتتوزع اشغال المؤتمر خلال الايام القادمه لجان اعضاؤها النقابيين المترشحين المؤتمر وهي لجنه الفرز وفحص النيابات عضوا لجنه اللائحه العامه عضوا ولجنه اللائحه الداخليه عضوا ولجنه اللائحه المهنيه عضوا ولجنه العلاقات الدوليه والصراع العربي الصهيوني عضوا,"
انطلقت، صباح الأحد، أشغال المؤتمر الثالث والعشرين للاتحاد العام التونسي للشغل تحت شعار ""الولاء لتونس الوفاء للشهداء والاخلاص للعمال"" ."
قال محمد الحباسي عضو اللجنه الجهويه لحزب العمال بسوسه تصريح لمراسل الجوهره اف ام الوحدات الامنيه قامت بايقافه رفقه عضوين اخرين الحزب الجمعه اثناء توزيع بيان عنوانه السبسي يعلن الحرب الشعب سوسه واضاف الحباسي البيان يوضح خطاب رئيس الجمهوريه الباجي قائد السبسي الاخير هدفه الوحيد الاعداد لتمرير قانون المصالحه المخالف للدستور وقانون العداله الانتقاليه مشيرا القوات الامنيه قامت بنقلهم مقر اقليم الامن بسوسه لان المنشور قانوني ولم يتم اعلامهم بتوزيعه عنوانه مخالفا للقانون وتم اطلاق سراحهم فتره واعادوا اليوم توزيع البيان نفسه سوسه وفق تاكيد محمد الحباسي,وتم اطلاق سراحهم بعد فترة، وأعادوا اليوم توزيع البيان نفسه في سوسة، وفق تأكيد محمد الحباسي.
قامت اليوم الخميس مجموعه الشباب المعطلين العمل بقطع الطريق الوطنيه رقم الرابطه ولايه قفصه وصفاقس منطقه منزل بوزيان ولايه سيدي بوزيد وبحسب مراسل الجوهره فقد باشعال العجلات المطاطيه خلفيه تباطؤ السلطات الجهويه توفير فرص عمل لفائدتهم بحسب المصدر ذاته,"
قامت اليوم الخميس مجموعة من الشباب المعطلين عن العمل بقطع الطريق الوطنية رقم 14 الرابطة بين ولاية قفصة وصفاقس في منطقة منزل بوزيان من ولاية سيدي بوزيد. وبحسب مراسل ""الجوهرة أف أم"" فقد قام هؤلاء أيضا بإشعال العجلات المطاطية على خلفية تباطؤ السلطات الجهوية في توفير فرص عمل لفائدتهم بحسب المصدر ذاته."
تعتبر الرشوه القانون جريمه يعاقب عليها القانون ولكنها متفشيه مجتمعنا كالطاعون صفوف الموظفين والاعوان العموميين بشهاده عده مسؤولين ولئن تم الكشف الحالات ماخفي اعظم فماذا يقول القانون صوره ثبوت الرشوه اكدت المحاميه ايمان بن صالح تصريح للجوهره اليوم الاربعاء جريمه الرشوه تنظمها المجله الجزائيه وفق الفصلين واوضحت المحاميه انه ثبتت جريمه الرشوه عون الامن موظف عمومي صميم مهامه انه مكلف بالبحث الجرائم ومعاينتها بصفته ضابطه عدليه وليس ارتكاب الجرائم الفصل يفرض عقوبه سجنيه تحدد ب سنوات سجنا العون وسيطا عمليه الرشوه ويمكن تحرمه المحكمه مباشره وظائفه العموميه وذلك كحد ادنى للعقوبه وبينت المحاميه انه حاله ثبوت العون طلب الرشوه واصر قبولها ولم يكن وضعيه المتلقي فانه بناء الفصل المجله الجزائيه تتضاعف العقوبه لتصبح سنه سجنا حرمانه الوظائف العموميه باعتباره مؤتمنا اسرار الدوله وتسمى العقوبه حاله تجديد واضافت المحاميه العقوبه السجنيه تطبق المرتشي وذلك بقطع النظر قيمه الرشوه تحصل عليها اثناء اداء مهامه واكدت المحاميه ايمان بن صالح انه حاله عون الامن تم ايقافه طلب رشوه بقيمه دينارا مواطن فضحه الفيديو صوره مرافق السائق العقوبه تنطبق حاله التجديد سنه سجنا حرمانه ممارسه الوظيفه العموميه لانه اصر تلقي الرشوه وتبقى القضيه رهينه الابحاث والاستنطاقات سيتضمنها ملفه وفق قولها وفي ظل تفشي الرشوه اليوم وتناميها دعت المحاميه المواطنين تسلط عليهم الرشوه عنوه التصدي والتبليغ عنها للقضاء,وفي ظل تفشي الرشوة اليوم وتناميها دعت المحامية المواطنين الذين تسلط عليهم الرشوة عنوة إلى التصدي لها والتبليغ عنها للقضاء. وأضافت المحامية أن العقوبة السجنية تطبق على المرتشي وذلك بقطع النظر عن قيمة الرشوة التي تحصل عليها أثناء أداء مهامه.
يمكن لتلاميذ الاقسام النهائيه المرسمين بالمعاهد العموميه والخاصه المترشحين لاجتياز امتحان البكالوريا دوره بدايه يوم غد الاثنين والى غايه الجاري الاطلاع اعداد رموز المراقبه المستمره رمز المعدل السنوي رمز السيره العدد النهائي ماده التربيه البدنيه الراجعه بالنظر عبر الموقع التالي وذلك بحسب بلاغ صادر وزاره التربيه اليوم الاحد ويتعين تبعا لذلك المعنيين المبادره بالدخول الموقع المشار اليه اعلاه للاطلاع اعدادا ورموز المراقبه المستمره واشارت الوزاراه انه حاله وجود خطا يسحب المترشح مطلب اعتراض الموقع ويسلمه اداره المعهد بالنسبه التلاميذ المرسمين بالمعاهد العموميه الخاصه اقصاه يوم,ويتعين تبعا لذلك، على المعنيين، المبادرة بالدخول إلى الموقع المشار إليه أعلاه للإطلاع على أعدادا ورموز المراقبة المستمرة.
تمكن سلاح الدفاع الجوي الجيش السوري اسقاط طائره تجسس اسرائيليه طيار الاثنين خرقها الاجواء السوريه ريف القنيطره جنوب البلاد وحسب موقع العهد الطائره الاسرائيليه تم اسقاطها طراز سكاي لارك نقل موقع يديعوت احرونوت اعتراف الجيش الاسرائيلي بسقوط طائره استطلاع بدون طيار ريف القنيطره الجولان السوري وان الجيش فتح تحقيقا لمعرفه ظروف سقوطها مؤكدا انه توجد خشيه تسريب معلومات امنيه واضافت يديعوت احرونوت نقلا حزب الله اللبناني الطائره سقطت قريه الصمدانيه الشرقيه ريف القنيطره اصابتها بشكل مباشر,"وأضافت ""يديعوت آحرونوت"" نقلا عن ""حزب الله"" اللبناني أن الطائرة سقطت في قرية الصمدانية الشرقية في ريف القنيطرة بعد إصابتها بشكل مباشر. 
تمكن سلاح الدفاع الجوي في الجيش السوري من إسقاط طائرة تجسس إسرائيلية من دون طيار الاثنين 20 مارس2017 بعد خرقها الأجواء السورية في ريف القنيطرة جنوب البلاد."
كشف وزير البيئه الشؤون المحليه رياض المؤخر موعد انطلاق عمل وحدات الشرطه البيئيه الوزير ضيف برنامج الورد اليوم الخميس الشرطه البيئيه حلقات النهوض بالبيئه اطار برنامج متكامل للوزاره اسسه دعم البلديات توفير العدد اللازم الحاويات اشار الوزير الصدد تقديم طلب عروض سيتم بموجبه توفير حاويه خلال شهر اعلن المؤخر اطلاق الوزاره البلديات لحمله تحسيسيه لتوعيه المواطنيين اضافه دعم البلديات الضروريه المتمثله شاحنات جديده الات رفع الفضلات اضافه توقيع عقد اطاري يمتد سنوات لمساعده البلديات القادره رفع الفضلات بقيمه جمليه بلغت مليون وحدات الشرطه البيئيه الوزير الانطلاق بتجربه اولى الانتهاء عمليه تكوين الاعوان المعنيين اشار الصدد الوزاره تقوم بانتدابات جديده اعوان الشرطه البيئيه اساسا اعوان بلديات واعوان حفظ الصحه واطباء بيطريين وتقنيين سيخضعون لاشراف البلديات سيطبقون القانون المتمثل خطايا ماليه تتراوح بالنسبه للمهنيين ستكون البدايه ب ينشطون البلديات الكبرى تعميم التجربه كامل البلديات اضاف وزير البيئه الشؤون المحليه رياض المؤخر الهدف وراء احداث الاختصاص ردع المواطنين حاله الكبيره تسجيلها سيتم تمكين اعوان الشرطه البلديه ازياء سيارات بانظمه GPS لوحات رقميه لتوثيق المخالفات احداث تطبيقه الهواتف المواطنين رصد الاخلالات واعلام وحدات الشرطه البيئيه للقيام بالتدخلات اللازمه,"
كشف وزير البيئة و الشؤون المحلية رياض المؤخر عن موعد انطلاق عمل وحدات الشرطة البيئية ."
اليوم وزير الوظيفه الحوكمه عبيد البريكي زياره الى مستشفى شارل نيكول بالعاصمه يقيم الهادي وقد تحادث الوزير الطبيب المباشر لحاله الفنان الهادي التونسي للوقوف حقيقه وضعه وفق جاء الصفحه الرسميه لوزاره الوظيفه العموميه والحوكمه,"وقد تحادث الوزير مع الطبيب المباشر لحالة الفنان الهادي التونسي للوقوف على حقيقة وضعه الصّحي، وفق ما جاء في الصفحة الرسمية لوزارة الوظيفة العمومية والحوكمة. 
أدّى صباح اليوم وزير الوظيفة العموميّة و الحوكمة، عبيد البريكي زيارة الى مستشفى شارل نيكول بالعاصمة أين يقيم الفنّان الهادي التّونسي."
اعلن التوهامي العبدولي كاتب الدوله وزير الخارجيه المكلف بالشؤون العربيه والافريقيه مجلس وزراء انعقد مؤخرا قرر رسميا رفع تاشيره الدخول لعده دول اطار دعم السياحه الوطنيه بدايه شهر القادم الدول الاردن يسافر مواطنوها للسياحه ولهم امكانيات ماديه جيده اضافه بوركينا فاسو والكونغو الديمقراطيه والكونغو برازافيل وزيمبابوي وبوتسوانا وجمهوريه افريقيه الوسطى وبين العبدولي ضيف بوليتيكا جوهره تونس تسعى لدخول الاسواق الافريقيه والاستفاده الدول غرار المغرب تملك بعثه ديبلوماسيه دول افريقيا مقابل فقط لتونس مشيرا تونس ستحقق نقطتين اضافيتين معدل النمو الاقتصادي حال نجاحها التعامل السوق الافريقيه,هذه الدول هي الأردن التي يسافر مواطنوها كثيرا للسياحة ولهم إمكانيات مادية جيدة، إضافة إلى بوركينا فاسو والكونغو الديمقراطية والكونغو برازافيل وزيمبابوي وبوتسوانا وجمهورية افريقية الوسطى .
استقبل رئيس الجمهوريه الباجي قايد السبسي اليوم السبت بقصر قرطاج الامين العام للاتحاد العام التونسي للشغل حسين العباسي وقال العباسي تم الاتفاق رئيس الجمهوريه ضروره مواصله الحوار والتشاور خلال الايام القليله القادمه بخصوص مساله الزياده الاجور قطاع الوظيفه العموميه وكان الاتحاد العام التونسي للشغل اعلن تنفيذ اضراب عام الوظيفه العموميه يوم الخميس وذلك رفض المقترح الاخير للحكومه والقاضي بتاجيل الزياده الاجور,"وكان الاتحاد العام التونسي للشغل قد أعلن عن تنفيذ إضراب عام في الوظيفة العمومية يوم الخميس 8 ديسمبر 2016 وذلك بعد رفض المقترح الأخير للحكومة والقاضي بتأجيل الزيادة في الاجور. وقال العباسي إنه تم الاتفاق مع رئيس الجمهورية على ضرورة مواصلة الحوار والتشاور خلال الأيام القليلة القادمة بخصوص مسألة الزيادة في الاجور في قطاع الوظيفة العمومية. 
استقبل رئيس الجمهورية الباجي قايد السبسي صباح اليوم السبت بقصر قرطاج الأمين العام للاتحاد العام التونسي للشغل، حسين العباسي."
افادت وزاره الداخليه بانه اليوم الاثنين حادث مرور انزلاق حافله للتلاميذ واصطدامها باسوار الضيعات الكائنه بمنطقه جبل بمرناق ولايه بن عروس وكانت الحافله حوالي تلميذا باتجاه المدرسه بمرناق عنه اصابه عدد التلاميذ باصابات متفاوته الخطوره,"
أفادت وزارة الداخلية بأنه جدّ صباح اليوم الاثنين حادث مرور تمثّل في إنزلاق حافلة للتلاميذ وإصطدامها بأسوار إحدى الضيعات الكائنة بمنطقة جبل الرّصاص بمرناق من ولاية بن عروس. وكانت الحافلة تقلّ حوالي 45 تلميذا باتجاه المدرسة الإعداديّة بمرناق ممّا إنجرّ عنه إصابة عدد من التلاميذ بإصابات متفاوتة الخطورة."
استنكر الناطق الرسمي باسم اتحاد الشغل سامي الطاهري اصدار رئيس الحكومه الحبيب الصيد مؤخرا لمنشور يمنح المنظمات العماليه النقابيه تونس حق الاقتطاع المباشر الاجر للمنخرطين حكرا الاتحاد العام التونسي للشغل سواه وقال سامي الطاهري تصريح لوكاله الانباء الرسميه وات امضاء رئيس الحكومه الحبيب الصيد المنشور الوقت بالذات وفي خضم الصراع اتحاد الشغل واتحاد الاعراف بسبب مفاوضات القطاع الخاص يظهر تموقع الحكومه للضغط المنظمه الشغيله وذكر بان المنشور تم امضاؤه رئيس الحكومه الاسبق علي العريض يوم سويعات تسليمه السلطه لخلفه المهدي وبالتزامن الازمه الحكومه واتحاد الشغل خلال المفاوضات الاجتماعيه القطاع العام يقع تجميده وبين اصدار المنشور خلطا وعدم تمييز التعدديه النقابيه المنصوص عليها الدستور والاتفاقيات الدوليه ومجله الشغل تشمل حق التنظم تتضمن حق الاقتطاع الاجر وتمثيليه الشغالين يترتب عنها قانونيا عدد الاستحقاقات بينها حق التفاوض والاقتطاع والحصول امتيازات اخرى ووصف الطاهري منح حق الاقتطاع الاجر لجميع المنظمات النقابيه تونس عمليه سطو حقوق الاخرين خلال تعميم مكسب ناضل اجله ابناء الاتحاد وعذبوا وسجنوا تحقيقه اسماهم الدكاكين ينجز مؤتمراته ومنها المشبوه يعمل خلفيات علاقه بالعمل النقابي حد قوله واعتبر المنشور سيؤدي تعطل المرفق العمومي وسيقحم الاداره التونسيه عمليه تلاعب بسبب صعوبه مراقبه مدى صحه اجراءات الاقتطاع الاجر رايه واكد حق اتحاد الشغل الاعتراض المنشور وفق المرجعيات القانونيه ومنها بالخصوص منظمه العمل الدوليه مشيرا انه بصدد دراسه الملف قانونيا وبحث طريقه الرد بخصوصه طريق منظمه العمل الدوليه,"واعتبر أن هذا المنشور سيؤدي إلى تعطل المرفق العمومي وسيقحم الإدارة التونسية في عملية ""تلاعب"" بسبب صعوبة مراقبة مدى صحة إجراءات الاقتطاع من الأجر، حسب رأيه."
اصيب شخصا انفجار داخل مصنع للمدحرجات الكرويه تديره مجموعه شيفلر بلده التمان التابعه لولايه بافاريا جنوبي المانيا وفق افادت وكاله رويترز ونقلت رويترز الشرطه الالمانيه عبر صفحتها تويتران المصابين حاله خطيره وقالت المتحدثه باسم شيفلر الانفجار بلده التمان وقع حوالي الساعه العاشره والربع صباحا بالتوقيت المحلي بتوقيت غرينتش مضيفه انه يشكل خطرا السكان يتسبب انبعاث مواد خطيره سامه وقالت المتحدثه الشركه تحقق الحادث وستعلن المزيد المعلومات بمجرد توفرها,"
أصيب 13 شخصا في انفجار داخل مصنع للمدحرجات الكروية تديره مجموعة شيفلر في بلدة إلتمان التابعة لولاية بافاريا جنوبي ألمانيا وفق ما أفادت به وكالة ""رويترز"". ونقلت رويترز عن الشرطة الألمانية عبر صفحتها على تويترإن 4 من بين المصابين في حالة خطيرة . وقالت المتحدثة إن الشركة تحقق في الحادث وستعلن عن المزيد من المعلومات بمجرد توفرها."
تم اليوم الاثنين انهاء مهام المكلف بالكتابه العامه لبلديه ساقيه سيدي يوسف وفق اكده مراسل الجوهره بالكاف وياتي بسبب التقصير الاعداد للاحتفالات بالذكرى لاحداث ساقيه سيدي يوسف وعدم اقتناء الرايات والاعلام واشرطه الزينه وعدم تهيئه شوارع المدينه,"ويأتي ذلك ""بسبب التقصير في الاعداد للاحتفالات بالذكرى59 لأحداث ساقية سيدي يوسف وعدم اقتناء الرايات والاعلام وأشرطة الزينة وعدم تهيئة شوارع المدينة"". 
تم اليوم الاثنين إنهاء مهام المكلف بالكتابة العامة لبلدية ساقية سيدي يوسف، وفق ما أكده مراسل ""الجوهرة أف أم"" بالكاف."
تنظم بدءا اليوم الجمعيه التونسيه لمستقبل العلوم والتكنولوجيا مدى يومين المسابقه الدوليه للابتكار والاختراع بمشاركه اطفال وشباب واشرف افتتاح التظاهره اليوم بالمنستير كاتب الدوله وزير التعليم العالي المكلف بالبحث العلمي خليل العميري اكد لمراسل الجوهره التظاهره الاولى نوعها تونس مشيرا تشجيع رئيس الحكومه لهذه المبادره واعتبرها مثالا ممتازا بالنظر للدور يلعبه الشاب التونسي مؤكدا ضروره توظيف طاقات شابه لخلق ثروه جديده وكان حاتم سليمان رئيس الجمعيه اعلن المهرجان لاول تونس العالم العربي افريقيا ويمكن لجميع التلاميذ الطلبه تتراوح اعمارهم سنه المشاركه فعالياته اضاف رئيس الجمعيه الدوره الاولى للمهرجان تتضمن مسابقه دوليه العلوم الهندسه حول الابتكار البحث العلمي التكنولوجي مختلف المجالات اضافه الاولمبياد الدوليه للابتكار دورات تدريبيه مجال البرمجه المدمجه تطبيقات الهاتف الجوال برمجه الالعاب التصميم الثلاثي الابعاد,"
تنظم بدءا من اليوم الجمعية التونسية لمستقبل العلوم والتكنولوجيا على مدى يومين المسابقة الدولية للابتكار والاختراع بمشاركة أطفال وشباب. واعتبرها مثالا ممتازا بالنظر للدور الذي يلعبه الشاب التونسي مؤكدا على ضرورة توظيف طاقات شابة لخلق ثروة جديدة."
ثمن وزير الدفاع الوطني فرحات الحرشاني المجهودات تقوم الوحدات العسكريه العامله بالمناطق الحدوديه داعيا مزيد اليقظه والحذر وتطبيق التعليمات وقال الوزير هامش زياره تفقديه اداها اليوم الثكنه العسكريه برماده التهديدات الارهابيه زالت قائمه ظل عدم الاستقرار تشهده ليبيا واشار وجود ارتباط وثيق ظاهره التهريب والارهاب مؤكدا ضروره التصدي وتطبيق القانون المخالفين وفي سياق متصل تحدث الحرشاني مشروع عمليه اعمار منطقه برج الخضراء مشيرا المشروع يزال قائما لكنه يتطلب اعتمادات كبيره,"
ثمن وزير الدفاع الوطني، فرحات الحرشاني المجهودات التي تقوم بها الوحدات العسكرية العاملة بالمناطق الحدودية، داعيا إياهم إلى مزيد اليقظة والحذر وتطبيق التعليمات. وقال الوزير على هامش زيارة تفقدية أداها اليوم إلى الثكنة العسكرية برمادة إن التهديدات الإرهابية ما زالت قائمة، خاصة في ظل عدم الاستقرار الذي تشهده ليبيا. وفي سياق متصل، تحدث الحرشاني عن مشروع عملية إعمار منطقة برج الخضراء، مشيرا إلى أن هذا المشروع لا يزال قائما لكنه يتطلب اعتمادات كبيرة."
جد اليوم الجمعه حادث مرور تمثل انقلاب شاحنه تقل عاملا قطاع جني الزيتون بمنطقه السريه بحاجب العيون بالقيروان وفق افادنا مراسل الجوهره اف ام بالجهه تم نقل الجرحى مناسبه اولى المستشفى الجهوي بحاجب العيون تم الاستنجاد بسيارتي احداهما مستشفى الشبيكه لنقل المصابين قدر عددهم مستشفى الاغالبه اغلب العمله منطقه السودان التابعه لمعتمديه حاجب العيون وقد وصفت اصاباتهم بمتفاوته الخطوره اغلبهم بكسور,و أغلب العملة من منطقة السودان التابعة لمعتمدية حاجب العيون وقد وصفت إصاباتهم بمتفاوتة الخطورة حيث أغلبهم بكسور .
شهدت اليوم الجمعه الطريق الوطنيه رقم الرابطه ڨفصه ڨابس مستوى منطقه العمايم الراجعه بالنظر لمعتمديه الڨطار حادث مرور اليم اسفر وفاه اشخاص المكان واصابه اخرين وتتمثل صوره الحادث بحسب افاد مراسل الجوهره ڨفصه مجاوزه ممنوعه تسببت اصطدام سياره خفيفه بشاحنه انجر عنه وفاه شاب عقده الثالث وطفلتين تبلغان العمر سنوات واصابه اخرين وتدخلت وحدات الحمايه المدنيه وقامت باسعاف المصابين ونقلهم المستشفى الجهوي الحسين بوزيان بڨفصه لتلقي العلاج,هذا وتدخلت وحدات الحماية المدنية وقامت بإسعاف المصابين ونقلهم إلى المستشفى الجهوي الحسين بوزيان بڨفصة لتلقي العلاج.
اكدت السلطات الامنيه المانيا انه تم عرض رضيعه لاجئه تبلغ العمر يوما فقط للبيع موقع الكتروني واعلنت الشرطه مدينه دويسبورغ انه تم عرض الرضيعه للبيع موقع ايباي مقابل الاف مشيره انه تم التمكن الوصول والديها عبر اشتراك الانترنت الخاص علما الدلائل تثبت تورط افراد العائله نفسها الجرائم المشابهه يذكر انه يتم التحقيق الابوين بتهمه الاتجار بالبشر,"
أكدت السلطات الأمنية في ألمانيا أنه تم عرض رضيعة لاجئة تبلغ من العمر 40 يوما فقط للبيع على موقع إلكتروني. يذكر أنه يتم التحقيق مع الأبوين بتهمة الاتجار بالبشر."
